,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France
2019-03-07,19708,3,0.0001522224477369596,19708,1,5.074081591231987e-05,19708,0,0.0,19708,1,5.074081591231987e-05,19708,0,0.0,19708,0,0.0,19708,0,0.0,2089.0,0.0,0.0,2089.0,0.0,0.0,2089.0,0.0,0.0,2089.0,0.0,0.0,2089.0,0.0,0.0,2089.0,1.0,0.0004786979415988511,2089.0,0.0,0.0,2630.0,0.0,0.0,2630.0,0.0,0.0,2630.0,0.0,0.0,2630.0,0.0,0.0,2630.0,0.0,0.0,2630.0,0.0,0.0,2630.0,0.0,0.0,5326.0,0.0,0.0,5326.0,0.0,0.0,5326.0,0.0,0.0,5326.0,0.0,0.0,5326.0,0.0,0.0,5326.0,0.0,0.0,5326.0,0.0,0.0,16888,1,5.921364282330649e-05,16888,0,0.0,16888,0,0.0,16888,4,0.00023685457129322596,16888,0,0.0,16888,0,0.0,16888,4,0.00023685457129322596,6410,0,0.0,6410,0,0.0,6410,0,0.0,6410,0,0.0,6410,0,0.0,6410,0,0.0,6410,0,0.0
2019-03-08,18413,1,5.430945527616358e-05,18413,1,5.430945527616358e-05,18413,0,0.0,18413,4,0.00021723782110465433,18413,0,0.0,18413,0,0.0,18413,18,0.0009775701949709444,2013.0,0.0,0.0,2013.0,0.0,0.0,2013.0,0.0,0.0,2013.0,0.0,0.0,2013.0,0.0,0.0,2013.0,0.0,0.0,2013.0,0.0,0.0,2499.0,0.0,0.0,2499.0,0.0,0.0,2499.0,0.0,0.0,2499.0,0.0,0.0,2499.0,0.0,0.0,2499.0,0.0,0.0,2499.0,0.0,0.0,5169.0,0.0,0.0,5169.0,0.0,0.0,5169.0,0.0,0.0,5169.0,0.0,0.0,5169.0,0.0,0.0,5169.0,0.0,0.0,5169.0,0.0,0.0,14977,0,0.0,14977,0,0.0,14977,0,0.0,14977,0,0.0,14977,0,0.0,14977,0,0.0,14977,0,0.0,6497,0,0.0,6497,0,0.0,6497,0,0.0,6497,1,0.00015391719255040788,6497,0,0.0,6497,0,0.0,6497,0,0.0
2019-03-09,11414,0,0.0,11414,0,0.0,11414,0,0.0,11414,1,8.761170492377782e-05,11414,0,0.0,11414,0,0.0,11414,0,0.0,1335.0,0.0,0.0,1335.0,0.0,0.0,1335.0,0.0,0.0,1335.0,0.0,0.0,1335.0,0.0,0.0,1335.0,0.0,0.0,1335.0,0.0,0.0,1651.0,0.0,0.0,1651.0,0.0,0.0,1651.0,0.0,0.0,1651.0,0.0,0.0,1651.0,0.0,0.0,1651.0,0.0,0.0,1651.0,0.0,0.0,3952.0,0.0,0.0,3952.0,0.0,0.0,3952.0,0.0,0.0,3952.0,0.0,0.0,3952.0,0.0,0.0,3952.0,0.0,0.0,3952.0,0.0,0.0,10626,0,0.0,10626,0,0.0,10626,0,0.0,10626,1,9.410878976096367e-05,10626,0,0.0,10626,0,0.0,10626,0,0.0,4316,0,0.0,4316,0,0.0,4316,0,0.0,4316,1,0.00023169601482854495,4316,0,0.0,4316,0,0.0,4316,0,0.0
2019-03-10,13008,0,0.0,13008,0,0.0,13008,0,0.0,13008,0,0.0,13008,0,0.0,13008,0,0.0,13008,0,0.0,1347.0,0.0,0.0,1347.0,0.0,0.0,1347.0,0.0,0.0,1347.0,0.0,0.0,1347.0,0.0,0.0,1347.0,0.0,0.0,1347.0,0.0,0.0,1647.0,0.0,0.0,1647.0,0.0,0.0,1647.0,0.0,0.0,1647.0,0.0,0.0,1647.0,0.0,0.0,1647.0,0.0,0.0,1647.0,0.0,0.0,3188.0,0.0,0.0,3188.0,1.0,0.0003136762860727729,3188.0,0.0,0.0,3188.0,1.0,0.0003136762860727729,3188.0,0.0,0.0,3188.0,0.0,0.0,3188.0,1.0,0.0003136762860727729,11219,0,0.0,11219,0,0.0,11219,0,0.0,11219,1,8.913450396648542e-05,11219,0,0.0,11219,0,0.0,11219,0,0.0,4324,0,0.0,4324,0,0.0,4324,0,0.0,4324,0,0.0,4324,0,0.0,4324,0,0.0,4324,0,0.0
2019-03-11,17583,0,0.0,17583,0,0.0,17583,0,0.0,17583,1,5.6873116078029915e-05,17583,0,0.0,17583,0,0.0,17583,0,0.0,1836.0,0.0,0.0,1836.0,0.0,0.0,1836.0,0.0,0.0,1836.0,0.0,0.0,1836.0,0.0,0.0,1836.0,0.0,0.0,1836.0,0.0,0.0,2080.0,0.0,0.0,2080.0,0.0,0.0,2080.0,0.0,0.0,2080.0,0.0,0.0,2080.0,0.0,0.0,2080.0,0.0,0.0,2080.0,0.0,0.0,4916.0,0.0,0.0,4916.0,0.0,0.0,4916.0,0.0,0.0,4916.0,0.0,0.0,4916.0,0.0,0.0,4916.0,0.0,0.0,4916.0,0.0,0.0,15580,1,6.418485237483954e-05,15580,1,6.418485237483954e-05,15580,1,6.418485237483954e-05,15580,3,0.0001925545571245186,15580,0,0.0,15580,0,0.0,15580,2,0.00012836970474967908,5878,0,0.0,5878,0,0.0,5878,0,0.0,5878,1,0.0001701258931609391,5878,0,0.0,5878,0,0.0,5878,1,0.0001701258931609391
2019-03-12,15961,0,0.0,15961,0,0.0,15961,0,0.0,15961,0,0.0,15961,0,0.0,15961,0,0.0,15961,0,0.0,1640.0,0.0,0.0,1640.0,0.0,0.0,1640.0,0.0,0.0,1640.0,0.0,0.0,1640.0,0.0,0.0,1640.0,0.0,0.0,1640.0,0.0,0.0,2525.0,0.0,0.0,2525.0,0.0,0.0,2525.0,0.0,0.0,2525.0,0.0,0.0,2525.0,0.0,0.0,2525.0,0.0,0.0,2525.0,0.0,0.0,5016.0,0.0,0.0,5016.0,0.0,0.0,5016.0,0.0,0.0,5016.0,0.0,0.0,5016.0,0.0,0.0,5016.0,0.0,0.0,5016.0,0.0,0.0,15611,2,0.00012811479085260395,15611,1,6.405739542630197e-05,15611,0,0.0,15611,4,0.0002562295817052079,15611,0,0.0,15611,0,0.0,15611,1,6.405739542630197e-05,6138,1,0.00016291951775822744,6138,0,0.0,6138,0,0.0,6138,2,0.00032583903551645487,6138,0,0.0,6138,0,0.0,6138,1,0.00016291951775822744
2019-03-13,20418,0,0.0,20418,0,0.0,20418,0,0.0,20418,0,0.0,20418,0,0.0,20418,0,0.0,20418,1,4.8976393378391615e-05,1982.0,0.0,0.0,1982.0,0.0,0.0,1982.0,0.0,0.0,1982.0,0.0,0.0,1982.0,0.0,0.0,1982.0,0.0,0.0,1982.0,0.0,0.0,2457.0,0.0,0.0,2457.0,0.0,0.0,2457.0,0.0,0.0,2457.0,0.0,0.0,2457.0,0.0,0.0,2457.0,0.0,0.0,2457.0,0.0,0.0,5177.0,0.0,0.0,5177.0,0.0,0.0,5177.0,0.0,0.0,5177.0,0.0,0.0,5177.0,0.0,0.0,5177.0,0.0,0.0,5177.0,0.0,0.0,16732,1,5.9765718383934975e-05,16732,2,0.00011953143676786995,16732,0,0.0,16732,13,0.0007769543389911546,16732,0,0.0,16732,0,0.0,16732,2,0.00011953143676786995,6752,0,0.0,6752,2,0.0002962085308056872,6752,0,0.0,6752,1,0.0001481042654028436,6752,0,0.0,6752,1,0.0001481042654028436,6752,2,0.0002962085308056872
2019-03-14,18339,0,0.0,18339,0,0.0,18339,0,0.0,18339,0,0.0,18339,0,0.0,18339,0,0.0,18339,0,0.0,1874.0,0.0,0.0,1874.0,0.0,0.0,1874.0,0.0,0.0,1874.0,0.0,0.0,1874.0,0.0,0.0,1874.0,0.0,0.0,1874.0,0.0,0.0,2636.0,0.0,0.0,2636.0,0.0,0.0,2636.0,0.0,0.0,2636.0,0.0,0.0,2636.0,0.0,0.0,2636.0,0.0,0.0,2636.0,2.0,0.0007587253414264037,5053.0,0.0,0.0,5053.0,0.0,0.0,5053.0,0.0,0.0,5053.0,0.0,0.0,5053.0,0.0,0.0,5053.0,0.0,0.0,5053.0,0.0,0.0,16349,0,0.0,16349,1,6.116582053948254e-05,16349,0,0.0,16349,4,0.00024466328215793016,16349,0,0.0,16349,0,0.0,16349,1,6.116582053948254e-05,6702,0,0.0,6702,0,0.0,6702,0,0.0,6702,2,0.0002984183825723665,6702,0,0.0,6702,0,0.0,6702,0,0.0
2019-03-15,20632,0,0.0,20632,0,0.0,20632,0,0.0,20632,0,0.0,20632,0,0.0,20632,0,0.0,20632,0,0.0,1912.0,0.0,0.0,1912.0,0.0,0.0,1912.0,0.0,0.0,1912.0,0.0,0.0,1912.0,0.0,0.0,1912.0,0.0,0.0,1912.0,0.0,0.0,2414.0,0.0,0.0,2414.0,0.0,0.0,2414.0,0.0,0.0,2414.0,0.0,0.0,2414.0,0.0,0.0,2414.0,0.0,0.0,2414.0,0.0,0.0,5269.0,1.0,0.0001897893338394382,5269.0,0.0,0.0,5269.0,0.0,0.0,5269.0,0.0,0.0,5269.0,0.0,0.0,5269.0,0.0,0.0,5269.0,0.0,0.0,16575,0,0.0,16575,0,0.0,16575,0,0.0,16575,16,0.0009653092006033183,16575,0,0.0,16575,0,0.0,16575,0,0.0,8186,0,0.0,8186,0,0.0,8186,0,0.0,8186,1,0.0001221597849987784,8186,0,0.0,8186,0,0.0,8186,0,0.0
2019-03-16,11951,1,8.367500627562547e-05,11951,1,8.367500627562547e-05,11951,0,0.0,11951,5,0.00041837503137812733,11951,0,0.0,11951,0,0.0,11951,1,8.367500627562547e-05,1342.0,0.0,0.0,1342.0,0.0,0.0,1342.0,0.0,0.0,1342.0,0.0,0.0,1342.0,0.0,0.0,1342.0,0.0,0.0,1342.0,1.0,0.0007451564828614009,1748.0,0.0,0.0,1748.0,0.0,0.0,1748.0,0.0,0.0,1748.0,0.0,0.0,1748.0,0.0,0.0,1748.0,0.0,0.0,1748.0,0.0,0.0,3763.0,0.0,0.0,3763.0,0.0,0.0,3763.0,0.0,0.0,3763.0,0.0,0.0,3763.0,0.0,0.0,3763.0,0.0,0.0,3763.0,0.0,0.0,11339,1,8.819119851838787e-05,11339,0,0.0,11339,0,0.0,11339,4,0.0003527647940735515,11339,0,0.0,11339,0,0.0,11339,2,0.00017638239703677574,4914,0,0.0,4914,0,0.0,4914,0,0.0,4914,4,0.000814000814000814,4914,0,0.0,4914,0,0.0,4914,0,0.0
2019-03-17,14167,0,0.0,14167,0,0.0,14167,0,0.0,14167,0,0.0,14167,0,0.0,14167,0,0.0,14167,0,0.0,1232.0,0.0,0.0,1232.0,0.0,0.0,1232.0,0.0,0.0,1232.0,0.0,0.0,1232.0,0.0,0.0,1232.0,0.0,0.0,1232.0,0.0,0.0,2669.0,0.0,0.0,2669.0,0.0,0.0,2669.0,0.0,0.0,2669.0,0.0,0.0,2669.0,0.0,0.0,2669.0,0.0,0.0,2669.0,0.0,0.0,3327.0,0.0,0.0,3327.0,0.0,0.0,3327.0,0.0,0.0,3327.0,0.0,0.0,3327.0,0.0,0.0,3327.0,0.0,0.0,3327.0,0.0,0.0,11176,0,0.0,11176,0,0.0,11176,0,0.0,11176,3,0.0002684323550465283,11176,0,0.0,11176,0,0.0,11176,1,8.947745168217609e-05,4606,2,0.0004342162396873643,4606,2,0.0004342162396873643,4606,0,0.0,4606,3,0.0006513243595310464,4606,0,0.0,4606,0,0.0,4606,0,0.0
2019-03-18,16390,0,0.0,16390,0,0.0,16390,0,0.0,16390,0,0.0,16390,0,0.0,16390,0,0.0,16390,0,0.0,1617.0,0.0,0.0,1617.0,0.0,0.0,1617.0,0.0,0.0,1617.0,0.0,0.0,1617.0,0.0,0.0,1617.0,0.0,0.0,1617.0,0.0,0.0,2796.0,0.0,0.0,2796.0,0.0,0.0,2796.0,0.0,0.0,2796.0,0.0,0.0,2796.0,0.0,0.0,2796.0,0.0,0.0,2796.0,0.0,0.0,4212.0,0.0,0.0,4212.0,0.0,0.0,4212.0,0.0,0.0,4212.0,0.0,0.0,4212.0,0.0,0.0,4212.0,0.0,0.0,4212.0,0.0,0.0,13495,1,7.410151908114116e-05,13495,0,0.0,13495,0,0.0,13495,2,0.00014820303816228233,13495,0,0.0,13495,0,0.0,13495,1,7.410151908114116e-05,6000,1,0.00016666666666666666,6000,0,0.0,6000,0,0.0,6000,2,0.0003333333333333333,6000,0,0.0,6000,0,0.0,6000,1,0.00016666666666666666
2019-03-19,18025,0,0.0,18025,0,0.0,18025,0,0.0,18025,4,0.00022191400832177532,18025,0,0.0,18025,0,0.0,18025,0,0.0,1791.0,0.0,0.0,1791.0,0.0,0.0,1791.0,0.0,0.0,1791.0,0.0,0.0,1791.0,0.0,0.0,1791.0,0.0,0.0,1791.0,0.0,0.0,3020.0,0.0,0.0,3020.0,0.0,0.0,3020.0,0.0,0.0,3020.0,0.0,0.0,3020.0,0.0,0.0,3020.0,0.0,0.0,3020.0,1.0,0.00033112582781456954,4907.0,1.0,0.0002037905033625433,4907.0,0.0,0.0,4907.0,0.0,0.0,4907.0,0.0,0.0,4907.0,0.0,0.0,4907.0,0.0,0.0,4907.0,1.0,0.0002037905033625433,15147,0,0.0,15147,0,0.0,15147,0,0.0,15147,3,0.00019805902158843335,15147,0,0.0,15147,0,0.0,15147,1,6.601967386281111e-05,6747,0,0.0,6747,0,0.0,6747,0,0.0,6747,3,0.00044464206313917296,6747,0,0.0,6747,0,0.0,6747,0,0.0
2019-03-20,19484,2,0.00010264832683227263,19484,0,0.0,19484,0,0.0,19484,2,0.00010264832683227263,19484,0,0.0,19484,0,0.0,19484,0,0.0,2066.0,0.0,0.0,2066.0,0.0,0.0,2066.0,0.0,0.0,2066.0,0.0,0.0,2066.0,0.0,0.0,2066.0,11.0,0.005324298160696999,2066.0,0.0,0.0,2936.0,0.0,0.0,2936.0,0.0,0.0,2936.0,0.0,0.0,2936.0,0.0,0.0,2936.0,0.0,0.0,2936.0,0.0,0.0,2936.0,0.0,0.0,4947.0,1.0,0.00020214271275520516,4947.0,0.0,0.0,4947.0,0.0,0.0,4947.0,0.0,0.0,4947.0,0.0,0.0,4947.0,0.0,0.0,4947.0,0.0,0.0,16976,2,0.000117813383600377,16976,1,5.89066918001885e-05,16976,0,0.0,16976,11,0.0006479736098020736,16976,0,0.0,16976,0,0.0,16976,2,0.000117813383600377,6962,0,0.0,6962,0,0.0,6962,0,0.0,6962,0,0.0,6962,0,0.0,6962,0,0.0,6962,0,0.0
2019-03-21,18050,2,0.00011080332409972299,18050,0,0.0,18050,0,0.0,18050,0,0.0,18050,0,0.0,18050,0,0.0,18050,2,0.00011080332409972299,2114.0,0.0,0.0,2114.0,0.0,0.0,2114.0,0.0,0.0,2114.0,0.0,0.0,2114.0,0.0,0.0,2114.0,1.0,0.0004730368968779565,2114.0,0.0,0.0,2970.0,0.0,0.0,2970.0,0.0,0.0,2970.0,0.0,0.0,2970.0,0.0,0.0,2970.0,0.0,0.0,2970.0,0.0,0.0,2970.0,2.0,0.0006734006734006734,4974.0,0.0,0.0,4974.0,0.0,0.0,4974.0,0.0,0.0,4974.0,0.0,0.0,4974.0,0.0,0.0,4974.0,0.0,0.0,4974.0,0.0,0.0,16231,1,6.161049842893228e-05,16231,0,0.0,16231,0,0.0,16231,2,0.00012322099685786457,16231,0,0.0,16231,0,0.0,16231,3,0.00018483149528679687,7068,2,0.0002829654782116582,7068,1,0.0001414827391058291,7068,0,0.0,7068,0,0.0,7068,0,0.0,7068,0,0.0,7068,0,0.0
2019-03-22,16249,0,0.0,16249,0,0.0,16249,0,0.0,16249,1,6.154224875376947e-05,16249,0,0.0,16249,0,0.0,16249,0,0.0,2022.0,0.0,0.0,2022.0,0.0,0.0,2022.0,0.0,0.0,2022.0,0.0,0.0,2022.0,0.0,0.0,2022.0,0.0,0.0,2022.0,0.0,0.0,2722.0,0.0,0.0,2722.0,0.0,0.0,2722.0,0.0,0.0,2722.0,0.0,0.0,2722.0,0.0,0.0,2722.0,0.0,0.0,2722.0,0.0,0.0,4869.0,0.0,0.0,4869.0,0.0,0.0,4869.0,0.0,0.0,4869.0,1.0,0.00020538098172109262,4869.0,0.0,0.0,4869.0,0.0,0.0,4869.0,0.0,0.0,15933,0,0.0,15933,1,6.276281930584321e-05,15933,0,0.0,15933,4,0.00025105127722337286,15933,0,0.0,15933,0,0.0,15933,1,6.276281930584321e-05,7397,0,0.0,7397,0,0.0,7397,0,0.0,7397,0,0.0,7397,0,0.0,7397,0,0.0,7397,0,0.0
2019-03-23,10385,0,0.0,10385,0,0.0,10385,0,0.0,10385,1,9.629272989889263e-05,10385,0,0.0,10385,0,0.0,10385,1,9.629272989889263e-05,1362.0,0.0,0.0,1362.0,0.0,0.0,1362.0,0.0,0.0,1362.0,0.0,0.0,1362.0,0.0,0.0,1362.0,0.0,0.0,1362.0,0.0,0.0,1887.0,0.0,0.0,1887.0,0.0,0.0,1887.0,0.0,0.0,1887.0,0.0,0.0,1887.0,0.0,0.0,1887.0,0.0,0.0,1887.0,0.0,0.0,4092.0,0.0,0.0,4092.0,0.0,0.0,4092.0,1.0,0.00024437927663734115,4092.0,0.0,0.0,4092.0,0.0,0.0,4092.0,0.0,0.0,4092.0,0.0,0.0,10981,0,0.0,10981,0,0.0,10981,0,0.0,10981,4,0.00036426554958564794,10981,0,0.0,10981,0,0.0,10981,2,0.00018213277479282397,4851,0,0.0,4851,0,0.0,4851,0,0.0,4851,0,0.0,4851,0,0.0,4851,0,0.0,4851,0,0.0
2019-03-24,11139,0,0.0,11139,0,0.0,11139,0,0.0,11139,0,0.0,11139,0,0.0,11139,0,0.0,11139,0,0.0,1224.0,0.0,0.0,1224.0,0.0,0.0,1224.0,0.0,0.0,1224.0,0.0,0.0,1224.0,0.0,0.0,1224.0,0.0,0.0,1224.0,0.0,0.0,1869.0,0.0,0.0,1869.0,0.0,0.0,1869.0,0.0,0.0,1869.0,0.0,0.0,1869.0,0.0,0.0,1869.0,0.0,0.0,1869.0,1.0,0.0005350454788657035,3539.0,0.0,0.0,3539.0,0.0,0.0,3539.0,0.0,0.0,3539.0,0.0,0.0,3539.0,0.0,0.0,3539.0,0.0,0.0,3539.0,0.0,0.0,10462,0,0.0,10462,0,0.0,10462,0,0.0,10462,5,0.0004779200917606576,10462,0,0.0,10462,0,0.0,10462,0,0.0,4565,0,0.0,4565,0,0.0,4565,0,0.0,4565,0,0.0,4565,0,0.0,4565,0,0.0,4565,0,0.0
2019-03-25,16415,0,0.0,16415,0,0.0,16415,0,0.0,16415,4,0.00024367956137678952,16415,0,0.0,16415,0,0.0,16415,0,0.0,1955.0,0.0,0.0,1955.0,0.0,0.0,1955.0,0.0,0.0,1955.0,0.0,0.0,1955.0,0.0,0.0,1955.0,0.0,0.0,1955.0,0.0,0.0,2487.0,0.0,0.0,2487.0,0.0,0.0,2487.0,0.0,0.0,2487.0,0.0,0.0,2487.0,0.0,0.0,2487.0,0.0,0.0,2487.0,0.0,0.0,5134.0,0.0,0.0,5134.0,0.0,0.0,5134.0,0.0,0.0,5134.0,0.0,0.0,5134.0,0.0,0.0,5134.0,0.0,0.0,5134.0,0.0,0.0,15213,0,0.0,15213,0,0.0,15213,0,0.0,15213,5,0.00032866627226713996,15213,0,0.0,15213,0,0.0,15213,1,6.573325445342799e-05,6856,0,0.0,6856,0,0.0,6856,0,0.0,6856,0,0.0,6856,0,0.0,6856,0,0.0,6856,0,0.0
2019-03-26,16559,0,0.0,16559,0,0.0,16559,0,0.0,16559,0,0.0,16559,0,0.0,16559,0,0.0,16559,0,0.0,1986.0,0.0,0.0,1986.0,0.0,0.0,1986.0,0.0,0.0,1986.0,0.0,0.0,1986.0,0.0,0.0,1986.0,0.0,0.0,1986.0,0.0,0.0,2828.0,1.0,0.0003536067892503536,2828.0,1.0,0.0003536067892503536,2828.0,0.0,0.0,2828.0,1.0,0.0003536067892503536,2828.0,0.0,0.0,2828.0,0.0,0.0,2828.0,1.0,0.0003536067892503536,5050.0,0.0,0.0,5050.0,0.0,0.0,5050.0,0.0,0.0,5050.0,0.0,0.0,5050.0,0.0,0.0,5050.0,0.0,0.0,5050.0,0.0,0.0,15794,1,6.331518298087882e-05,15794,5,0.0003165759149043941,15794,0,0.0,15794,11,0.000696467012789667,15794,0,0.0,15794,0,0.0,15794,5,0.0003165759149043941,6584,0,0.0,6584,0,0.0,6584,0,0.0,6584,1,0.00015188335358444713,6584,0,0.0,6584,0,0.0,6584,0,0.0
2019-03-27,16198,0,0.0,16198,0,0.0,16198,0,0.0,16198,0,0.0,16198,0,0.0,16198,0,0.0,16198,1,6.173601679219657e-05,2072.0,0.0,0.0,2072.0,0.0,0.0,2072.0,0.0,0.0,2072.0,0.0,0.0,2072.0,0.0,0.0,2072.0,0.0,0.0,2072.0,0.0,0.0,2815.0,0.0,0.0,2815.0,0.0,0.0,2815.0,0.0,0.0,2815.0,0.0,0.0,2815.0,0.0,0.0,2815.0,0.0,0.0,2815.0,0.0,0.0,4574.0,0.0,0.0,4574.0,0.0,0.0,4574.0,0.0,0.0,4574.0,0.0,0.0,4574.0,0.0,0.0,4574.0,0.0,0.0,4574.0,0.0,0.0,15969,2,0.00012524265764919532,15969,2,0.00012524265764919532,15969,0,0.0,15969,4,0.00025048531529839064,15969,0,0.0,15969,0,0.0,15969,3,0.00018786398647379298,6863,0,0.0,6863,0,0.0,6863,0,0.0,6863,1,0.00014570887367040654,6863,0,0.0,6863,0,0.0,6863,0,0.0
2019-03-28,16783,0,0.0,16783,0,0.0,16783,0,0.0,16783,10,0.0005958410296132992,16783,0,0.0,16783,0,0.0,16783,1,5.9584102961329916e-05,2097.0,0.0,0.0,2097.0,0.0,0.0,2097.0,0.0,0.0,2097.0,0.0,0.0,2097.0,0.0,0.0,2097.0,0.0,0.0,2097.0,0.0,0.0,2793.0,0.0,0.0,2793.0,0.0,0.0,2793.0,0.0,0.0,2793.0,3.0,0.0010741138560687433,2793.0,0.0,0.0,2793.0,0.0,0.0,2793.0,0.0,0.0,4689.0,0.0,0.0,4689.0,0.0,0.0,4689.0,0.0,0.0,4689.0,0.0,0.0,4689.0,0.0,0.0,4689.0,0.0,0.0,4689.0,0.0,0.0,16064,6,0.0003735059760956175,16064,1,6.225099601593625e-05,16064,0,0.0,16064,7,0.0004357569721115538,16064,0,0.0,16064,0,0.0,16064,6,0.0003735059760956175,6973,0,0.0,6973,0,0.0,6973,0,0.0,6973,4,0.000573641187437258,6973,0,0.0,6973,0,0.0,6973,3,0.0004302308905779435
2019-03-29,17151,0,0.0,17151,0,0.0,17151,0,0.0,17151,0,0.0,17151,0,0.0,17151,0,0.0,17151,0,0.0,1989.0,0.0,0.0,1989.0,0.0,0.0,1989.0,0.0,0.0,1989.0,0.0,0.0,1989.0,0.0,0.0,1989.0,0.0,0.0,1989.0,0.0,0.0,2660.0,0.0,0.0,2660.0,0.0,0.0,2660.0,0.0,0.0,2660.0,0.0,0.0,2660.0,0.0,0.0,2660.0,0.0,0.0,2660.0,0.0,0.0,4753.0,0.0,0.0,4753.0,0.0,0.0,4753.0,0.0,0.0,4753.0,0.0,0.0,4753.0,0.0,0.0,4753.0,0.0,0.0,4753.0,0.0,0.0,15602,3,0.0001922830406358159,15602,0,0.0,15602,0,0.0,15602,5,0.00032047173439302655,15602,0,0.0,15602,0,0.0,15602,3,0.0001922830406358159,6671,1,0.00014990256333383302,6671,0,0.0,6671,0,0.0,6671,2,0.00029980512666766604,6671,0,0.0,6671,0,0.0,6671,0,0.0
2019-03-30,10593,0,0.0,10593,0,0.0,10593,0,0.0,10593,0,0.0,10593,0,0.0,10593,0,0.0,10593,1,9.440196356084207e-05,1409.0,0.0,0.0,1409.0,0.0,0.0,1409.0,0.0,0.0,1409.0,0.0,0.0,1409.0,0.0,0.0,1409.0,0.0,0.0,1409.0,0.0,0.0,1929.0,0.0,0.0,1929.0,0.0,0.0,1929.0,0.0,0.0,1929.0,0.0,0.0,1929.0,0.0,0.0,1929.0,0.0,0.0,1929.0,0.0,0.0,3667.0,1.0,0.0002727024815925825,3667.0,0.0,0.0,3667.0,0.0,0.0,3667.0,0.0,0.0,3667.0,0.0,0.0,3667.0,0.0,0.0,3667.0,0.0,0.0,10957,2,0.00018253171488546134,10957,1,9.126585744273067e-05,10957,0,0.0,10957,6,0.0005475951446563841,10957,0,0.0,10957,0,0.0,10957,4,0.0003650634297709227,4615,0,0.0,4615,0,0.0,4615,0,0.0,4615,0,0.0,4615,0,0.0,4615,0,0.0,4615,0,0.0
2019-03-31,11231,0,0.0,11231,0,0.0,11231,0,0.0,11231,0,0.0,11231,0,0.0,11231,0,0.0,11231,0,0.0,1332.0,0.0,0.0,1332.0,0.0,0.0,1332.0,0.0,0.0,1332.0,0.0,0.0,1332.0,0.0,0.0,1332.0,0.0,0.0,1332.0,0.0,0.0,1856.0,0.0,0.0,1856.0,0.0,0.0,1856.0,0.0,0.0,1856.0,0.0,0.0,1856.0,0.0,0.0,1856.0,0.0,0.0,1856.0,0.0,0.0,3050.0,0.0,0.0,3050.0,0.0,0.0,3050.0,0.0,0.0,3050.0,0.0,0.0,3050.0,0.0,0.0,3050.0,0.0,0.0,3050.0,0.0,0.0,10699,1,9.346667912889055e-05,10699,0,0.0,10699,0,0.0,10699,4,0.0003738667165155622,10699,0,0.0,10699,0,0.0,10699,1,9.346667912889055e-05,4600,2,0.0004347826086956522,4600,1,0.0002173913043478261,4600,0,0.0,4600,1,0.0002173913043478261,4600,0,0.0,4600,0,0.0,4600,1,0.0002173913043478261
2019-04-01,12967,0,0.0,12967,0,0.0,12967,0,0.0,12967,0,0.0,12967,0,0.0,12967,0,0.0,12967,0,0.0,1615.0,0.0,0.0,1615.0,0.0,0.0,1615.0,0.0,0.0,1615.0,0.0,0.0,1615.0,0.0,0.0,1615.0,0.0,0.0,1615.0,0.0,0.0,2169.0,0.0,0.0,2169.0,0.0,0.0,2169.0,0.0,0.0,2169.0,0.0,0.0,2169.0,0.0,0.0,2169.0,0.0,0.0,2169.0,0.0,0.0,3374.0,0.0,0.0,3374.0,0.0,0.0,3374.0,0.0,0.0,3374.0,0.0,0.0,3374.0,0.0,0.0,3374.0,0.0,0.0,3374.0,0.0,0.0,11677,0,0.0,11677,0,0.0,11677,0,0.0,11677,5,0.000428192172647084,11677,0,0.0,11677,0,0.0,11677,3,0.0002569153035882504,4428,0,0.0,4428,0,0.0,4428,0,0.0,4428,0,0.0,4428,0,0.0,4428,0,0.0,4428,0,0.0
