,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France,France
38,impfstoff,30,0.03,30,0.03,1000,mysteriöse,35,0.035,35,0.035,1000,fledermäuse,23,0.0237,23,0.0237,970,115,25,0.025,25,0.025,1000,wählen,27,0.027,27,0.027,1000,neues,27,0.027,27,0.027,1000,kampf,20,0.02,20,0.02,1000,corona,9,0.016,9,0.016,561,zählen,9,0.0182,9,0.0182,495,breit,3,0.0323,3,0.0323,93,lanka,14,0.014,14,0.014,1000,drohen,2,0.027,2,0.027,74,warnung,7,0.0156,7,0.0156,448,verschiebung,13,0.013,13,0.013,1000,vormarsch,13,0.013,13,0.013,1000,locarno,11,0.0129,11,0.0129,851,sonntagszeitung,3,0.0313,3,0.0313,96,masern,14,0.014,14,0.014,1000,sicherheit,1.0,0.0278,1.0,0.0278,36.0,virologe,7,0.0283,7,0.0283,247,zahl,14,0.014,14,0.014,1000,caldo,17,0.017,17,0.017,1000,morti,18,0.018,18,0.018,1000,morta,16,0.0188,16,0.0188,853,autoctoni,18,0.018,18,0.018,1000,salgono,4,0.0268,4,0.0268,149,nuova,10,0.0165,10,0.0165,605,mondiale,16,0.016,14,0.014,999,origen,26,0.026,26,0.026,1000,alto,19,0.019,19,0.019,1000,detecta,29,0.029,29,0.029,1000,cautividad,18,0.018,18,0.018,1000,prevención,3,0.0171,3,0.0171,175,semana,28,0.028,28,0.028,1000,salud,20,0.02,20,0.02,1000,face,19,0.019,19,0.019,1000,hausse,17,0.017,17,0.017,1000,déjà,9,0.0182,9,0.0182,494,savoir,16,0.016,16,0.016,1000,climatique,3,0.0273,3,0.0273,110,d'infection,18,0.018,18,0.018,1000,sang,22,0.022,22,0.022,1000
39,10,30,0.03,30,0.03,1000,infektionen,34,0.034,34,0.034,1000,meldet,22,0.0227,22,0.0227,970,000,25,0.025,25,0.025,1000,gefunden,25,0.025,25,0.025,1000,forscher,27,0.027,27,0.027,1000,asiatische,20,0.02,20,0.02,1000,aufarbeitung,9,0.016,9,0.016,561,oropouche,9,0.0182,9,0.0182,495,krankheiten,2,0.0215,2,0.0215,93,chikungunya,14,0.014,14,0.014,1000,rafft,2,0.027,2,0.027,74,infektion,7,0.0156,7,0.0156,448,globalen,12,0.012,12,0.012,1000,krankheiten,13,0.013,13,0.013,1000,führt,11,0.0129,11,0.0129,851,mückenjagd,3,0.0313,3,0.0313,96,malaria,14,0.014,14,0.014,1000,blutspenden,1.0,0.0278,1.0,0.0278,36.0,stirbt,7,0.0283,7,0.0283,247,steigt,14,0.014,14,0.014,1000,piano,17,0.017,17,0.017,1000,autoctono,18,0.018,18,0.018,1000,ricoverato,16,0.0188,16,0.0188,853,padova,18,0.018,18,0.018,1000,contagi,4,0.0268,4,0.0268,149,allerta,10,0.0165,10,0.0165,605,scienziati,16,0.016,16,0.016,999,caso,25,0.025,25,0.025,1000,exóticas,19,0.019,19,0.019,1000,alerta,29,0.029,29,0.029,1000,70,18,0.018,18,0.018,1000,demuestra,3,0.0171,3,0.0171,175,año,28,0.028,28,0.028,1000,descubren,20,0.02,20,0.02,1000,surveillance,19,0.019,19,0.019,1000,macron,17,0.017,17,0.017,1000,reconnaître,9,0.0182,9,0.0182,494,lutte,16,0.016,16,0.016,1000,infos,3,0.0273,3,0.0273,110,autochtone,16,0.016,16,0.016,1000,rio,22,0.022,22,0.022,1000
40,gefährliche,29,0.029,29,0.029,1000,europa,34,0.034,34,0.034,1000,maßnahmen,22,0.0227,22,0.0227,970,betroffen,23,0.023,23,0.023,1000,neu,23,0.023,23,0.023,1000,mückenstich,26,0.026,26,0.026,1000,reise,19,0.019,19,0.019,1000,zählen,9,0.016,9,0.016,561,affenpocken,9,0.0182,9,0.0182,495,gelse,2,0.0215,2,0.0215,93,droht,14,0.014,14,0.014,1000,erneut,2,0.027,2,0.027,74,klimakrise,7,0.0156,7,0.0156,448,schon,12,0.012,12,0.012,1000,bekämpfung,13,0.013,13,0.013,1000,getestet,11,0.0129,11,0.0129,851,moustiques,3,0.0313,3,0.0313,96,impfstoffe,14,0.014,14,0.014,1000,neu,1.0,0.0278,1.0,0.0278,36.0,beinahe,7,0.0283,7,0.0283,247,cause,14,0.014,14,0.014,1000,interventi,16,0.016,16,0.016,1000,nilo,18,0.018,18,0.018,1000,oropouche,16,0.0188,16,0.0188,853,sospetto,18,0.018,18,0.018,1000,monte,4,0.0268,4,0.0268,149,ecdc,10,0.0165,10,0.0165,605,bimbo,16,0.016,16,0.016,999,evitar,24,0.024,24,0.024,1000,similares,18,0.018,18,0.018,1000,municipios,28,0.028,28,0.028,1000,poblaciones,18,0.018,18,0.018,1000,eficacia,3,0.0171,3,0.0171,175,vejer,27,0.027,27,0.027,1000,bebé,20,0.02,20,0.02,1000,chasse,19,0.019,19,0.019,1000,phase,16,0.016,16,0.016,1000,départements,9,0.0182,9,0.0182,494,opération,15,0.015,15,0.015,1000,news,3,0.0273,3,0.0273,110,climatique,16,0.016,16,0.016,1000,jo-2016,22,0.022,22,0.022,1000
41,tiere,29,0.029,29,0.029,1000,übertragenen,33,0.033,33,0.033,1000,regen,22,0.0227,22,0.0227,970,gefahr,22,0.022,22,0.022,1000,diskutieren,23,0.023,23,0.023,1000,urlaubsregion,24,0.024,24,0.024,1000,globalen,19,0.019,19,0.019,1000,eu,8,0.0143,8,0.0143,561,spanien,8,0.0162,8,0.0162,495,erreger,2,0.0215,2,0.0215,93,impfung,13,0.013,13,0.013,1000,gärten,2,0.027,2,0.027,74,risiko,6,0.0134,6,0.0134,448,gefährlicher,12,0.012,12,0.012,1000,blutsauger,13,0.013,13,0.013,1000,face,11,0.0129,11,0.0129,851,démasquer,3,0.0313,3,0.0313,96,rufen,13,0.013,13,0.013,1000,diskutieren,1.0,0.0278,1.0,0.0278,36.0,mückenstich,7,0.0283,7,0.0283,247,fall,13,0.013,13,0.013,1000,comune,16,0.016,16,0.016,1000,disinfestazioni,18,0.018,18,0.018,1000,piano,15,0.0176,15,0.0176,853,vicentino,18,0.018,18,0.018,1000,prevenzione,4,0.0268,4,0.0268,149,contagi,10,0.0165,10,0.0165,605,donna,16,0.016,16,0.016,999,ejemplares,24,0.024,24,0.024,1000,olas,18,0.018,18,0.018,1000,verano,27,0.027,27,0.027,1000,histórico,18,0.018,18,0.018,1000,agentes,3,0.0171,3,0.0171,175,puebla,27,0.027,27,0.027,1000,eleva,19,0.019,19,0.019,1000,record,17,0.017,17,0.017,1000,risque,16,0.016,16,0.016,1000,d'infection,8,0.0162,8,0.0162,494,d'anticorps,15,0.015,15,0.015,1000,invite,3,0.0273,3,0.0273,110,mai,16,0.016,16,0.016,1000,tigre,21,0.021,21,0.021,1000
42,bislang,28,0.028,28,0.028,1000,fischbisse,33,0.033,33,0.033,1000,fieber,21,0.0216,21,0.0216,970,fiebers,22,0.022,22,0.022,1000,tiere,22,0.022,22,0.022,1000,todesopfer,24,0.024,24,0.024,1000,asien,19,0.019,19,0.019,1000,gefunden,8,0.0143,8,0.0143,561,italien,8,0.0162,8,0.0162,495,vögeln,2,0.0215,2,0.0215,93,ruft,13,0.013,13,0.013,1000,erstmals,2,0.027,2,0.027,74,tschechien,6,0.0134,6,0.0134,448,220.000,12,0.012,12,0.012,1000,canton,12,0.012,12,0.012,1000,kampf,10,0.0118,10,0.0118,851,criminels,3,0.0313,3,0.0313,96,führt,13,0.013,13,0.013,1000,neues,1.0,0.0278,1.0,0.0278,36.0,gefühlt,7,0.0283,7,0.0283,247,tigermücke,13,0.013,13,0.013,1000,presente,16,0.016,16,0.016,1000,approvato,17,0.017,17,0.017,1000,anti,15,0.0176,15,0.0176,853,vaccino,18,0.018,18,0.018,1000,punture,4,0.0268,4,0.0268,149,caldo,10,0.0165,10,0.0165,605,scimmie,15,0.015,15,0.015,999,aedes,24,0.024,24,0.024,1000,drones,18,0.018,18,0.018,1000,europa,26,0.026,26,0.026,1000,latinoamérica,18,0.018,18,0.018,1000,mascarillas,3,0.0171,3,0.0171,175,córdoba,27,0.027,27,0.027,1000,colombia,18,0.018,18,0.018,1000,progression,17,0.017,17,0.017,1000,d'épidémie,15,0.015,15,0.015,1000,prolifération,8,0.0162,8,0.0162,494,été,15,0.015,15,0.015,1000,menacent,3,0.0273,3,0.0273,110,unis,16,0.016,16,0.016,1000,mondiale,20,0.02,19,0.019,1000
43,mücke,28,0.028,28,0.028,1000,fisch,33,0.033,33,0.033,1000,tschechien,21,0.0216,21,0.0216,970,lateinamerika,21,0.021,21,0.021,1000,tödliches,22,0.022,22,0.022,1000,hotspots,24,0.024,24,0.024,1000,stechmücke,19,0.019,19,0.019,1000,entdeckt,8,0.0143,8,0.0143,561,us,8,0.0162,8,0.0162,495,invasion,2,0.0215,2,0.0215,93,infektionen,13,0.013,13,0.013,1000,meistgesehenes,2,0.027,2,0.027,74,südeuropa,6,0.0134,6,0.0134,448,getestet,12,0.012,12,0.012,1000,santé,12,0.012,12,0.012,1000,coronavirus,10,0.0118,10,0.0118,851,schweiz,2,0.0208,2,0.0208,96,dollar,13,0.013,13,0.013,1000,amselsterben,1.0,0.0278,1.0,0.0278,36.0,neuer,7,0.0283,7,0.0283,247,premiers,13,0.013,13,0.013,1000,arriva,16,0.016,16,0.016,1000,lotta,17,0.017,17,0.017,1000,anziano,15,0.0176,15,0.0176,853,straordinaria,17,0.017,17,0.017,1000,inizio,4,0.0268,4,0.0268,149,colpito,10,0.0165,10,0.0165,605,ricerca,15,0.015,15,0.015,999,importados,24,0.024,24,0.024,1000,24,18,0.018,16,0.016,1000,evitar,25,0.025,25,0.025,1000,aves,18,0.018,18,0.018,1000,estudio,3,0.0171,3,0.0171,175,contagio,26,0.026,26,0.026,1000,cataluña,18,0.018,18,0.018,1000,présent,16,0.016,16,0.016,1000,recensés,15,0.015,15,0.015,1000,transmis,8,0.0162,8,0.0162,494,jo,15,0.015,15,0.015,1000,gironde,2,0.0182,2,0.0182,110,maritimes,15,0.015,15,0.015,1000,confirmé,20,0.02,20,0.02,1000
44,tropenvirus,28,0.028,28,0.028,1000,bisse,33,0.033,33,0.033,1000,intensivieren,21,0.0216,21,0.0216,970,karibik,21,0.021,21,0.021,1000,hunderte,22,0.022,22,0.022,1000,erkrankt,24,0.024,24,0.024,1000,spiele,18,0.018,18,0.018,1000,südtirol,8,0.0143,8,0.0143,561,15,8,0.0162,8,0.0162,495,land,2,0.0215,2,0.0215,93,notstand,13,0.013,13,0.013,1000,tier,2,0.027,2,0.027,74,wien,6,0.0134,6,0.0134,448,gedacht,11,0.011,11,0.011,1000,espèces,12,0.012,12,0.012,1000,blutspenden,10,0.0118,10,0.0118,851,buschmücke,2,0.0208,2,0.0208,96,überwachung,13,0.013,13,0.013,1000,usutu,1.0,0.0278,1.0,0.0278,36.0,wef,7,0.0283,7,0.0283,247,femmes,13,0.013,13,0.013,1000,vaccino,16,0.016,16,0.016,1000,malattia,16,0.016,16,0.016,1000,sanità,15,0.0176,15,0.0176,853,bassetti,17,0.017,17,0.017,1000,umano,4,0.0268,4,0.0268,149,donazioni,10,0.0165,10,0.0165,605,contraccezione,15,0.015,15,0.015,999,campo,24,0.024,24,0.024,1000,hallan,18,0.018,18,0.018,1000,mantiene,25,0.025,25,0.025,1000,reintroducir,17,0.017,17,0.017,1000,abre,3,0.0171,3,0.0171,175,transmisión,25,0.025,25,0.025,1000,galicia,18,0.018,18,0.018,1000,sud,16,0.016,16,0.016,1000,martinique,15,0.015,15,0.015,1000,piquer,8,0.0162,8,0.0162,494,découverte,14,0.014,14,0.014,1000,infecté,2,0.0182,2,0.0182,110,nombre,15,0.015,15,0.015,1000,cerveau,19,0.019,19,0.019,1000
45,gefahr,27,0.027,27,0.027,1000,eu,32,0.032,32,0.032,1000,bevölkerung,20,0.0206,20,0.0206,970,thailand,19,0.019,19,0.019,1000,gezählt,22,0.022,22,0.022,1000,dutzende,23,0.023,23,0.023,1000,erklärt,18,0.018,18,0.018,1000,risiko,8,0.0143,8,0.0143,561,kongo,8,0.0162,8,0.0162,495,bedeutet,2,0.0215,2,0.0215,93,italien,12,0.012,12,0.012,1000,hitze,2,0.027,2,0.027,74,47,6,0.0134,6,0.0134,448,ruft,11,0.011,11,0.011,1000,zanzare,12,0.012,12,0.012,1000,künftig,10,0.0118,10,0.0118,851,kampf,2,0.0208,2,0.0208,96,zürich,13,0.013,13,0.013,1000,deutschland,1.0,0.0278,1.0,0.0278,36.0,bericht,7,0.0283,7,0.0283,247,mücke,12,0.012,12,0.012,1000,roma,16,0.016,16,0.016,1000,modena,16,0.016,16,0.016,1000,10,15,0.0176,15,0.0176,853,tropicali,17,0.017,17,0.017,1000,occhi,4,0.0268,4,0.0268,149,record,10,0.0165,10,0.0165,605,arriva,15,0.015,15,0.015,999,desatada,24,0.024,24,0.024,1000,compuesto,18,0.018,18,0.018,1000,barcelona,25,0.025,25,0.025,1000,marcha,17,0.017,17,0.017,1000,pp,3,0.0171,3,0.0171,175,enfermedades,25,0.025,25,0.025,1000,transmisión,18,0.018,18,0.018,1000,moitié,16,0.016,16,0.016,1000,été,15,0.015,15,0.015,1000,l'ue,8,0.0162,8,0.0162,494,créteil,14,0.014,14,0.014,1000,homme,2,0.0182,2,0.0182,110,gironde,14,0.014,14,0.014,1000,lié,19,0.019,19,0.019,1000
46,gardasee,27,0.027,27,0.027,1000,ausbreitung,32,0.032,32,0.032,1000,exotische,20,0.0206,20,0.0206,970,rasant,19,0.019,19,0.019,1000,helfen,21,0.021,21,0.021,1000,rätseln,23,0.023,23,0.023,1000,reisepläne,18,0.018,18,0.018,1000,gefahr,8,0.0143,8,0.0143,561,eu,7,0.0141,7,0.0141,495,grenze,2,0.0215,2,0.0215,93,viren,12,0.012,12,0.012,1000,gesundheitsgefahr,2,0.027,2,0.027,74,übertragen,6,0.0134,6,0.0134,448,rät,11,0.011,11,0.011,1000,viren,12,0.012,12,0.012,1000,hepatitis,10,0.0118,10,0.0118,851,tigermücken,2,0.0208,2,0.0208,96,tropenkrankheit,12,0.012,12,0.012,1000,virencheck,1.0,0.0278,1.0,0.0278,36.0,führt,7,0.0283,7,0.0283,247,meldet,12,0.012,12,0.012,1000,trasmette,15,0.015,15,0.015,1000,verona,16,0.016,16,0.016,1000,cos'è,14,0.0164,14,0.0164,853,dimesso,17,0.017,17,0.017,1000,boom,4,0.0268,4,0.0268,149,usutu,9,0.0149,9,0.0149,605,cervello,14,0.014,14,0.014,999,picadura,23,0.023,23,0.023,1000,químico,18,0.018,18,0.018,1000,otoño,24,0.024,24,0.024,1000,ibéricas,17,0.017,17,0.017,1000,almería,3,0.0171,3,0.0171,175,provincia,25,0.025,25,0.025,1000,importados,18,0.018,18,0.018,1000,piqûres,15,0.015,15,0.015,1000,opération,15,0.015,15,0.015,1000,face,8,0.0162,8,0.0162,494,repéré,14,0.014,14,0.014,1000,suite,2,0.0182,2,0.0182,110,alerte,14,0.014,14,0.014,1000,raonic,19,0.019,19,0.019,1000
47,sommer,26,0.026,26,0.026,1000,tropen,28,0.028,28,0.028,1000,hilft,20,0.0206,20,0.0206,970,maßnahmen,19,0.019,19,0.019,1000,naturschützer,21,0.021,21,0.021,1000,maßnahmen,23,0.023,23,0.023,1000,infektionen,18,0.018,18,0.018,1000,italien,8,0.0143,8,0.0143,561,lindsay,7,0.0141,7,0.0141,495,erwarten,2,0.0215,2,0.0215,93,rio,12,0.012,12,0.012,1000,folge,2,0.027,2,0.027,74,dengue,6,0.0134,6,0.0134,448,ebola,11,0.011,11,0.011,1000,schaffhausen,12,0.012,12,0.012,1000,bekämpfung,10,0.0118,10,0.0118,851,insekten,2,0.0208,2,0.0208,96,patienten,12,0.012,12,0.012,1000,basler,1.0,0.0278,1.0,0.0278,36.0,gesundheitskrise,7,0.0283,7,0.0283,247,studie,12,0.012,12,0.012,1000,consigli,15,0.015,15,0.015,1000,anti,15,0.015,15,0.015,1000,pazienti,14,0.0164,14,0.0164,853,disinfestazioni,17,0.017,17,0.017,1000,alta,4,0.0268,4,0.0268,149,donna,9,0.0149,9,0.0149,605,incinta,14,0.014,14,0.014,999,millones,23,0.023,23,0.023,1000,espaã±a,17,0.017,17,0.017,1000,jerez,23,0.023,23,0.023,1000,consolidan,17,0.017,17,0.017,1000,aves,3,0.0171,3,0.0171,175,transmite,24,0.024,24,0.024,1000,vía,17,0.017,17,0.017,1000,appelle,15,0.015,15,0.015,1000,faut,14,0.014,14,0.014,1000,chasse,8,0.0162,8,0.0162,494,risque,14,0.014,14,0.014,1000,piqûre,2,0.0182,2,0.0182,110,l'hexagone,14,0.014,14,0.014,1000,neurologique,19,0.019,19,0.019,1000
48,baden,26,0.026,26,0.026,1000,vormarsch,28,0.028,28,0.028,1000,mückenreicher,20,0.0206,20,0.0206,970,asiatische,19,0.019,19,0.019,1000,hamburg,20,0.02,20,0.02,1000,gestorben,23,0.023,23,0.023,1000,überwintert,18,0.018,18,0.018,1000,vormarsch,8,0.0143,8,0.0143,561,lohan,7,0.0141,7,0.0141,495,aktiv,2,0.0215,2,0.0215,93,gefährlicher,12,0.012,12,0.012,1000,zeisig,2,0.027,2,0.027,74,erreger,6,0.0134,6,0.0134,448,internationalen,11,0.011,11,0.011,1000,aargau,12,0.012,12,0.012,1000,experte,10,0.0118,10,0.0118,851,plagegeister,2,0.0208,2,0.0208,96,corona,12,0.012,12,0.012,1000,tigermücken,1.0,0.0278,1.0,0.0278,36.0,erlebt,7,0.0283,7,0.0283,247,suisse,12,0.012,12,0.012,1000,contagio,15,0.015,15,0.015,1000,10,15,0.015,15,0.015,1000,gravi,14,0.0164,14,0.0164,853,sanità,17,0.017,17,0.017,1000,zika,4,0.0268,4,0.0268,149,pavia,9,0.0149,9,0.0149,605,sintomi,14,0.014,14,0.014,999,altas,22,0.022,22,0.022,1000,velasco,17,0.017,17,0.017,1000,detectado,23,0.023,23,0.023,1000,jaén,17,0.017,17,0.017,1000,especies,3,0.0171,3,0.0171,175,aumentan,24,0.024,24,0.024,1000,estudio,17,0.017,17,0.017,1000,savoir,15,0.015,15,0.015,1000,polynésie,14,0.014,14,0.014,1000,aquitaine,7,0.0142,7,0.0142,494,maladies,14,0.014,14,0.014,1000,autochtone,2,0.0182,2,0.0182,110,chevaux,14,0.014,14,0.014,1000,antilles,18,0.018,18,0.018,1000
49,württemberg,26,0.026,26,0.026,1000,reisekrankheiten,28,0.028,28,0.028,1000,region,19,0.0196,19,0.0196,970,erkrankt,18,0.018,18,0.018,1000,starten,19,0.019,19,0.019,1000,symptome,22,0.022,22,0.022,1000,gefährlich,17,0.017,17,0.017,1000,hoher,8,0.0143,8,0.0143,561,epidemie,7,0.0141,7,0.0141,495,bleiben,2,0.0215,2,0.0215,93,eu,12,0.012,12,0.012,1000,schnäbelchen,2,0.027,2,0.027,74,frau,6,0.0134,6,0.0134,448,bekämpfung,10,0.01,10,0.01,1000,eier,12,0.012,12,0.012,1000,rät,10,0.0118,10,0.0118,851,mückenplage,2,0.0208,2,0.0208,96,gefährlich,11,0.011,11,0.011,1000,tragen,1.0,0.0278,1.0,0.0278,36.0,klimawandels,7,0.0283,7,0.0283,247,décès,12,0.012,12,0.012,1000,salgono,15,0.015,15,0.015,1000,contagio,15,0.015,15,0.015,1000,difendersi,14,0.0164,14,0.0164,853,focolaio,17,0.017,17,0.017,1000,raddoppiati,4,0.0268,4,0.0268,149,contagiato,9,0.0149,9,0.0149,605,colombia,14,0.014,14,0.014,999,"1,3",22,0.022,22,0.022,1000,infectóloga,17,0.017,17,0.017,1000,brote,23,0.023,23,0.023,1000,libre,17,0.017,17,0.017,1000,invasoras,3,0.0171,3,0.0171,175,jaén,23,0.023,23,0.023,1000,pau,17,0.017,17,0.017,1000,grand,15,0.015,15,0.015,1000,symptômes,14,0.014,14,0.014,1000,protéger,7,0.0142,7,0.0142,494,climatique,14,0.014,14,0.014,1000,recensés,2,0.0182,2,0.0182,110,000,14,0.014,14,0.014,1000,réunion,18,0.018,18,0.018,1000
50,behörde,26,0.026,26,0.026,1000,unliebsame,27,0.027,27,0.027,1000,mithelfen,19,0.0196,19,0.0196,970,mücke,17,0.017,17,0.017,1000,bayern,18,0.018,18,0.018,1000,schon,22,0.022,22,0.022,1000,behörden,17,0.017,17,0.017,1000,fällen,8,0.0143,8,0.0143,561,identifizierter,7,0.0141,7,0.0141,495,blutsauger,2,0.0215,2,0.0215,93,indien,12,0.012,12,0.012,1000,vorn,2,0.027,2,0.027,74,deutschland,6,0.0134,6,0.0134,448,angst,10,0.01,10,0.01,1000,vaud,11,0.011,11,0.011,1000,situation,10,0.0118,10,0.0118,851,ticino,2,0.0208,2,0.0208,96,kämpft,11,0.011,11,0.011,1000,tropenkrankheiten,1.0,0.0278,1.0,0.0278,36.0,genügt,7,0.0283,7,0.0283,247,microcéphalie,12,0.012,12,0.012,1000,procida,14,0.014,14,0.014,1000,gialla,15,0.015,15,0.015,1000,modena,14,0.0164,14,0.0164,853,settimana,17,0.017,17,0.017,1000,uccelli,3,0.0201,3,0.0201,149,muore,9,0.0149,9,0.0149,605,quarantena,14,0.014,14,0.014,999,puerta,21,0.021,20,0.02,1000,año,17,0.017,17,0.017,1000,plaga,23,0.023,22,0.022,1000,llegar,17,0.017,17,0.017,1000,gasolina,3,0.0171,3,0.0171,175,diez,23,0.023,23,0.023,1000,gasol,17,0.017,17,0.017,1000,détectés,15,0.015,15,0.015,1000,directeur,14,0.014,14,0.014,1000,gagne,7,0.0142,7,0.0142,494,alpes,14,0.014,14,0.014,1000,limousin,2,0.0182,2,0.0182,110,neurologique,14,0.014,14,0.014,1000,métropole,17,0.017,17,0.017,1000
51,krankheitsrisiko,25,0.025,25,0.025,1000,zika,26,0.026,25,0.025,1000,gefährliche,18,0.0186,18,0.0186,970,auswärtiges,17,0.017,17,0.017,1000,garten,18,0.018,18,0.018,1000,us,22,0.022,22,0.022,1000,detail,17,0.017,17,0.017,1000,koreanische,7,0.0125,7,0.0125,561,soldaten,7,0.0141,7,0.0141,495,warnt,2,0.0215,2,0.0215,93,fall,11,0.011,11,0.011,1000,vogelsterben,2,0.027,2,0.027,74,gefährlich,6,0.0134,6,0.0134,448,frau,10,0.01,10,0.01,1000,l'oms,11,0.011,11,0.011,1000,schlagen,10,0.0118,10,0.0118,851,febbre,2,0.0208,2,0.0208,96,erfolgreich,11,0.011,11,0.011,1000,füttern,1.0,0.0278,1.0,0.0278,36.0,bürgern,7,0.0283,7,0.0283,247,impfung,11,0.011,11,0.011,1000,sospetto,14,0.014,14,0.014,1000,oropouche,15,0.015,15,0.015,1000,via,13,0.0152,13,0.0152,853,caldo,17,0.017,17,0.017,1000,piemonte,3,0.0201,3,0.0201,149,campania,9,0.0149,9,0.0149,605,colpiti,14,0.014,14,0.014,999,plaga,21,0.021,21,0.021,1000,infecciosas,17,0.017,17,0.017,1000,identifica,23,0.023,23,0.023,1000,peligrosa,17,0.017,17,0.017,1000,personas,2,0.0114,2,0.0114,175,71,23,0.023,23,0.023,1000,causa,17,0.017,17,0.017,1000,s'en,14,0.014,14,0.014,1000,champignon,14,0.014,14,0.014,1000,piqûre,7,0.0142,7,0.0142,494,menace,14,0.014,14,0.014,1000,français,2,0.0182,2,0.0182,110,paca,13,0.013,13,0.013,1000,europe,16,0.016,16,0.016,1000
52,steigt,25,0.025,25,0.025,1000,meldet,26,0.026,26,0.026,1000,stechmücke,18,0.0186,18,0.0186,970,amt,17,0.017,17,0.017,1000,fälle,17,0.017,17,0.017,1000,österreich,21,0.021,21,0.021,1000,augen,17,0.017,17,0.017,1000,buschmücke,7,0.0125,7,0.0125,561,unterirdisch,7,0.0141,7,0.0141,495,studie,2,0.0215,2,0.0215,93,stechmücken,11,0.011,11,0.011,1000,erreger,2,0.027,2,0.027,74,operation,6,0.0134,6,0.0134,448,aktionsplan,10,0.01,10,0.01,1000,mücke,11,0.011,11,0.011,1000,unis,10,0.0118,10,0.0118,851,nilo,2,0.0208,2,0.0208,96,schwerster,11,0.011,11,0.011,1000,sommer,1.0,0.0278,1.0,0.0278,36.0,empfehlen,7,0.0283,7,0.0283,247,florida,11,0.011,11,0.011,1000,viaggio,14,0.014,14,0.014,1000,cos'è,14,0.014,14,0.014,1000,rischi,13,0.0152,13,0.0152,853,sanitaria,16,0.016,16,0.016,1000,spunta,3,0.0201,3,0.0201,149,picco,9,0.0149,9,0.0149,605,aborto,14,0.014,14,0.014,999,valencia,21,0.021,21,0.021,1000,gigantes,17,0.017,17,0.017,1000,campo,23,0.023,23,0.023,1000,récord,16,0.016,16,0.016,1000,detectan,2,0.0114,2,0.0114,175,pueblos,22,0.022,22,0.022,1000,castilla,16,0.016,16,0.016,1000,côte,14,0.014,14,0.014,1000,alerte,14,0.014,14,0.014,1000,s'étend,7,0.0142,7,0.0142,494,autorités,14,0.014,14,0.014,1000,transmettent,2,0.0182,2,0.0182,110,restreint,13,0.013,13,0.013,1000,colombie,16,0.016,16,0.016,1000
